,Title,overview,popularity,release_date,runtime,vote_average
1094,"Martha – Meet Frank, Daniel and Laurence","Laurence recounts to his neighbour how his life long friendship with Frank and Daniel has been overturned in just three days by their each independently meeting, and falling for, Martha, who has no idea of their connection. Slowly the tale unfolds, the narrative moving backwards and forwards gradually filling in the gaps until we see the whole picture",1.233052,1998-05-08,88.0,5.0
1095,Mary Poppins,"The movie combines a diverting story, songs, color and sequences of live action blended with the movements of animated figures. Mary Poppins is a kind of Super-nanny who flies in with her umbrella in response to the request of the Banks children and proceeds to put things right with the aid of her rather extraordinary magical powers before flying off again.",15.11549,1964-08-27,139.0,7.4
1096,Match Point,"Match Point is Woody Allen’s satire of the British High Society and the ambition of a young tennis instructor to enter into it. Yet when he must decide between two women - one assuring him his place in high society, and the other that would bring him far from it - palms start to sweat and a dark psychological match in his head begins.",9.020372,2005-10-26,124.0,7.2
1097,Maurice,"After his lover rejects him, a young man trapped by the oppressiveness of Edwardian society tries to come to terms with and accept his sexuality.",5.778465,1987-09-18,134.0,7.1
1098,McCinsey's Island,"Hulk Hogan and Grace Jones star in this adventure tale about a onetime secret agent who finds a treasure map on the shell of a turtle. Soon he's on a chase to recover the loot, just one step ahead of other seekers of wealth.",0.165538,1998-02-23,95.0,3.3
1099,Me and You and Everyone We Know,"The feature film debut by artist Miranda July about a various comic situations and plots that intertwine. One story line is about a father who is ending his marriage and the other story is of a video artist (possibly autobiographical of Miranda July, also played by her) who is desperately trying to get her work in a modern art museum. The film won Caméra d'Or at Cannes.",9.0744,2005-06-17,90.0,7.0
1100,Me and the Colonel,"Jacobowsky, a Jewish refugee, flees from the Nazis with an aristocratic, anti-semitic Polish officer trying to get papers to England. Jurgens learns to appreciate Jacobowsky, despite their competition for the same woman, and together they outwit their pursuers",0.764929,1958-10-01,109.0,7.0
1101,"Me, Myself & Irene","Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",9.95456,2000-06-22,116.0,6.1
1102,Mean Streets,"A small-time hood must choose from among love, friendship and the chance to rise within the mob.",8.212399,1973-10-02,110.0,7.2
1103,Meet Me in St. Louis,"In the year before the 1904 St Louis World's Fair, the four Smith daughters learn lessons of life and love, even as they prepare for a reluctant move to New York.",7.331511,1944-11-23,113.0,6.8
1104,Meet the Parents,"Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze.",14.178281,2000-10-06,108.0,6.6
1105,Meet the Robinsons,"In this animated adventure, brilliant preteen inventor Lewis creates a memory scanner to retrieve his earliest recollections and find out why his mother gave him up for adoption. But when the villainous Bowler Hat Guy steals the machine, Lewis is ready to give up on his quest until the mysterious Wilbur Robinson shows up on the scene, whisking Lewis to the future to find the scanner and his mom.",10.529576,2007-03-23,95.0,6.7
1106,Mega Python vs. Gatoroid,"A fanatical animal rights activist (Debbie Gibson) releases giant pythons into the Everglades, believing the wild animals should be set free. When they start decimating the native animal population, an over-zealous park ranger (Tiffany) feeds experimental steroids to wild alligators so they can fight back. The giant pythons and gargantuan alligators go on a killing spree, and it is now left up to the two feuding women to put aside their differences to put a stop to the creatures and the destruction.",1.529379,2011-01-29,90.0,3.5
1107,Megacities,Megacities is a documentary about the slums of five different metropolitan cities.,0.406137,1998-08-12,94.0,7.0
1108,Memento,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",15.450789,2000-10-11,113.0,8.1
1109,Memoirs of a Geisha,"A sweeping romantic epic set in Japan in the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",7.680762,2005-12-06,145.0,7.3
1110,Memoirs of an Invisible Man,"After a freak accident, an invisible yuppie runs for his life from a treacherous CIA official while trying to cope with his new life.",6.064099,1992-02-28,99.0,5.7
1111,Memory Lane,"August in Paris' suburbs, 7 friends are gathered to spend a week in the city where they grew up. The city is empty and the days pass by under a deep blue sky.Each of them has a reason to be there: some still live there, some come back to see their family, some are searching their childhood, some want to escape boredom or eventually searching for love...They are all bearing the fact that these moments they are sharing are maybe the last ones...",0.24086,2010-11-24,98.0,5.0
1112,Memory Lane,An orphaned war-veteran routinely travels between our world and the afterlife in search of his fiance's killer by stopping and starting his own heart.,0.473176,2011-10-22,70.0,4.1
1113,Men in Black II,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",16.775716,2002-07-03,88.0,6.1
1114,Mercury Rising,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.",6.644644,1998-04-03,111.0,6.0
1115,Mercy,"Detective Catherine Palmer (Ellen Barkin) is on the trail of an elusive serial killer. During her investigation she meets Vickie Kittrie (Peta Wilson), who belongs to an exclusive club of women who engage in secret sessions of bondage and S&amp;M. Matters become even more complicated when Palmer finds herself attracted to Kittrie, leading to a brief lesbian encounter. Palmer soon learns that each victim belonged to this club of prominent, sexually experimental women. In order to catch the killer, Catherine must trust Vickie to guide her through the dangerous and illicit underground.",1.520526,2000-02-11,117.0,5.2
1116,Mercy,A single mom and her two boys help take care of their grandmother with mystical powers,8.708018,2014-10-07,79.0,4.7
1117,Mercy,"A young novelist tries to write about love, but realizes he will first need some real-life experience before taking on the subject.",1.10573,2009-11-11,87.0,5.2
1118,Mercy,"Brought together at their childhood home over their dying mother, an estranged family is thrust into a deadly fight for their own survival.",5.720163,2016-06-04,82.0,4.1
1119,Merlin,The legendary wizard tells his story of his war against Queen Mab of the Sidhe and his creation of Camelot.,9.30654,1998-04-26,182.0,6.0
1120,Mermaids,"Fifteen-year-old Charlotte Flax is tired of her wacky mom moving their family to a different town any time she feels it is necessary. When they move to a small Massachusetts town and Mrs. Flax begins dating a shopkeeper, Charlotte and her 9-year-old sister, Kate, hope that they can finally settle down. But when Charlotte's attraction to an older man gets in the way, the family must learn to accept each other for who they truly are.",5.55237,1990-12-14,110.0,6.5
1121,Messenger of Death,"Wifes and children of the Mormon Orville Beecham become victims of a massacre in his own house. The police believes the crime had a religious motive. Orville doesn't give any comment on the case, is taken into protective custody. Journalist Smith persuades him to help him in the investigation - and finds out about economic motives for the murder.",8.755119,1988-09-16,91.0,5.6
